id,bangla_question,english_question
4572,একটি প্রোটনের ভর 9.11×10⁻³¹ kg হলে এর শক্তি কত eV?,If the mass of a proton is 9.11×10⁻³¹ kg; what is its energy in eV?
4573,নিচের কোনটি সার্বজনীন গ্যাস ধ্রুবক এর একক?,Which of the following is the unit of the universal gas constant?
4574,অর্ধপরিবাহী ডায়োডকে সম্মুখমুখী বায়াসে সংযুক্ত করলে নিঃশেষিত স্তরের বেধ -,When a semiconductor diode is connected in forward bias; the width of the depletion layer -
4575,প্রাথমিক তাপগতিবিদ্যার ধ্রুবক R এর মান কত?,What is the value of the thermodynamic constant R?
4576,একটি বস্তু 50 m/s বেগে চলছে। 5 m/s² মন্দনে কত সময়ে থেমে যাবে?,An object is moving at 50 m/s velocity. In how much time will it stop with a deceleration of 5 m/s²?
4577,ঘড়ির সেকেন্ডের কাঁটার কৌণিক বেগ কত?,What is the angular velocity of the second hand of a clock?
4578,নিচের কোনটি বিন্যাস সূত্র?,Which of the following is the distribution law?
4579,একটি সমান্তর অনুক্রমের প্রথম পদ 38 এবং সাধারণ অন্তর 5। 18 তম পদ এবং প্রথম 18 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 38 and common difference is 5. Determine the 18th term and the sum of first 18 terms.
4580,তড়িৎ ক্ষেত্রের রেখা কোন দিকে যায়?,In which direction do electric field lines go?
4581,দুটি এক-পরমাণুক আদর্শ গ্যাস পাত্রে সমান তাপমাত্রায় আছে। A গ্যাসে ভর দ্বিগুণ এবং B গ্যাসে আয়তন দ্বিগুণ হলে Pₐ/Pᵦ কত হবে?,Two monatomic ideal gases are in containers at the same temperature. If gas A has double the mass and gas B has double the volume; what will be Pₐ/Pᵦ?
4582,40 kg ভরের একটি গাড়ি 30 m/s বেগে চলছে এবং 5 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 40 kg is moving at 30 m/s velocity and decreases to 5 m/s. What is the change in momentum and change in kinetic energy?
4583,শব্দের বেগ নির্ণয়ে কোন সূত্র ব্যবহৃত হয়?,Which formula is used to determine the speed of sound?
4584,52 g NaOH এবং 72 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 90% ফলন পেলে প্রকৃত ফলন কত?,52 g NaOH and 72 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 90% yield is obtained?
4585,"100 g NaCl-এ কত মোল আছে? (Na=23, Cl=35.5)","How many moles are there in 100 g NaCl? (Na=23, Cl=35.5)"
4586,একটি সমান্তর অনুক্রমের প্রথম পদ 17 এবং সাধারণ অন্তর 12। 13 তম পদ এবং প্রথম 13 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 17 and common difference is 12. Determine the 13th term and the sum of first 13 terms.
4587,নিচের কোনটির ক্ষেত্রে অপবর্তন সবচেয়ে বেশি হয়?,For which of the following is diffraction the greatest?
4588,27°C তাপমাত্রার 20 g পানিকে 50°C তাপমাত্রার পানির সাথে মেশালে চূড়ান্ত তাপমাত্রা কত হবে?,If 20 g of water at 27°C is mixed with water at 50°C; what will be the final temperature?
4589,একটি 1072 kg ভরের গাড়ি 22 m/s বেগে চলছে। ড্রাইভার ব্রেক চেপে 5.1 m/s² মন্দন তৈরি করল। (ক) গাড়ি থামতে কত সময় লাগবে? (খ) থামার আগে কত দূরত্ব অতিক্রম করবে? (গ) ব্রেক চাপার 3 সেকেন্ড পর গাড়ির বেগ কত? (ঘ) এই প্রক্রিয়ায় কত যান্ত্রিক শক্তি তাপে রূপান্তরিত হলো?,A car of mass 1072 kg is moving at 22 m/s velocity. The driver applies brakes creating a deceleration of 5.1 m/s². (a) How much time will it take for the car to stop? (b) How much distance will it cover before stopping? (c) What will be the velocity of the car 3 seconds after applying brakes? (d) How much mechanical energy was converted to heat in this process?
4590,68 g NaOH এবং 57 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 94% ফলন পেলে প্রকৃত ফলন কত?,68 g NaOH and 57 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 94% yield is obtained?
4591,M ভরের কোনো বস্তু তখনই কৃষ্ণবিবর হিসেবে কাজ করবে যখন এর ব্যাসার্ধ-,An object of mass M will act as a black hole when its radius is-
4592,একটি দ্বিঘাত সমীকরণ 2x² + 30x + 100 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 2x² + 30x + 100 = 0 and verify the sum and product of the roots.
4593,একটি AC সার্কিটে ভোল্টেজ V এবং কারেন্ট I হলে গড় শক্তি কত?,In an AC circuit; if the voltage is V and the current is I; what is the average power?
4594,একটি দ্বিঘাত সমীকরণ 4x² + 12x + -160 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 4x² + 12x + -160 = 0 and verify the sum and product of the roots.
4595,একটি গতিশীল কণার কোন সরলরেখায় t সময়ে অতিক্রান্ত দূরত্ব s = 63t - 6t2 - t3 দ্বারা প্রকাশিত হয়,"The distance s traveled in time t by a moving particle in a straight line is expressed by s = 63t - 6t^2 - t^3. At t = 3 seconds, the velocity and distance of the particle are"
4596,একটি বস্তুর ভর 40 kg এবং বেগ 15 m/s হলে ভরবেগ কত?,What is the momentum of an object with mass 40 kg and velocity 15 m/s?
4597,পথ পার্থক্য 2×10-7,In Young’s double slit experiment; if the path difference between the two interfering waves is 2×10^-7 m (wavelength 4×10^-7 m); the corresponding phase difference and nature of interference is:
4598,একটি দ্বিঘাত সমীকরণ 1x² + -9x + -10 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 1x² + -9x + -10 = 0 and verify the sum and product of the roots.
4599,একটি রাসায়নিক বিক্রিয়ায় 49 g Mg এবং 48 g N₂ বিক্রিয়া করে। (ক) লিমিটিং রিঅ্যাক্ট্যান্ট কোনটি? (খ) আদর্শ ফলন কত গ্রাম? (গ) 82% ফলন পেলে প্রকৃত ফলন কত? (ঘ) অতিরিক্ত রিঅ্যাক্ট্যান্ট কত মোল অবশিষ্ট থাকবে?,"In a chemical reaction, 49 g Mg and 48 g N₂ react. (a) Which is the limiting reactant? (b) What is the theoretical yield in grams? (c) What is the actual yield if 82% yield is obtained? (d) How many moles of excess reactant will remain?"
4600,10⁸ Nm⁻² গুণাঙ্ক বিশিষ্ট 1 m দীর্ঘ দণ্ডে 3% প্রসারণ হলে প্রয়োগিত চাপ কত হবে?,What will be the applied stress in a 1 m long rod with a modulus of 10⁸ Nm⁻² if there is a 3% elongation?
4601,কোন স্থানের ভূ-চৌম্বক্ষেত্রের মান 50µT। বিনতি 30 হলে ঐ স্থানের ভূ-চৌম্বক্ষেত্রের আনুভুমিক উপাংশের মান কত?,The value of the Earth's magnetic field at a place is 50µT. If the dip is 30°; what is the value of the horizontal component of the Earth's magnetic field at that place?
4602,একটি সমান্তর অনুক্রমের প্রথম পদ 11 এবং সাধারণ অন্তর 3। 18 তম পদ এবং প্রথম 18 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 11 and common difference is 3. Determine the 18th term and the sum of first 18 terms.
4603,10 kg ভরের বস্তুতে 2 m/s² ত্বরণ সৃষ্টি করতে কত বল প্রয়োজন?,How much force is required to create an acceleration of 2 m/s² on an object of mass 10 kg?
4604,একটি বৃত্তের ব্যাসার্ধ 12 সেমি এবং একটি বর্গের বাহু 6 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 12 cm and the side of a square is 6 cm. Determine the ratio of areas and perimeters of both.
4605,35 kg ভরের একটি গাড়ি 51 m/s বেগে চলছে এবং 13 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 35 kg is moving at 51 m/s velocity and decreases to 13 m/s. What is the change in momentum and change in kinetic energy?
4606,একটি বস্তু 60 m/s বেগে চলছে। 5 m/s² মন্দনে কত সময়ে থেমে যাবে?,An object is moving at 60 m/s velocity. In how much time will it stop with a deceleration of 5 m/s²?
4607,40 kg ভরের একটি গাড়ি 44 m/s বেগে চলছে এবং 17 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 40 kg is moving at 44 m/s velocity and decreases to 17 m/s. What is the change in momentum and change in kinetic energy?
4608,25 kg ভরের বস্তুর গতিশক্তি 100 J হলে বেগ কত?,What is the velocity if the kinetic energy of an object with mass 25 kg is 100 J?
4609,একটি আদর্শ গ্যাসের চাপ ও আয়তনের গুণফল-,The product of pressure and volume of an ideal gas is-
4610,একটি ব্যাংকে 121928 টাকা 4 বছরের জন্য বার্ষিক 7% হারে সরল সুদ ও বছরে 2 বার চক্রবৃদ্ধি সুদে জমা দেওয়া হলো। (ক) সরল সুদের মোট টাকা কত? (খ) চক্রবৃদ্ধি সুদের মোট টাকা কত? (গ) পার্থক্য কত টাকা? (ঘ) কোন পদ্ধতিতে বেশি লাভ এবং কেন?,An amount of 121928 taka is deposited in a bank for 4 years at an annual rate of 7% for both simple interest and compound interest compounded 2 times per year. (a) What is the total amount with simple interest? (b) What is the total amount with compound interest? (c) What is the difference in taka? (d) Which method gives more profit and why?
4611,26 g NaOH এবং 13 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 81% ফলন পেলে প্রকৃত ফলন কত?,26 g NaOH and 13 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 81% yield is obtained?
4612,46 kg ভরের একটি গাড়ি 42 m/s বেগে চলছে এবং 13 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 46 kg is moving at 42 m/s velocity and decreases to 13 m/s. What is the change in momentum and change in kinetic energy?
4613,একটি সমান্তর অনুক্রমের প্রথম পদ 27 এবং সাধারণ অন্তর 5। 21 তম পদ এবং প্রথম 21 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 27 and common difference is 5. Determine the 21th term and the sum of first 21 terms.
4614,ফিউশন প্রক্রিয়ায় কী উৎপন্ন হয়?,What is produced in a fusion process?
4615,একটি ট্রান্সফরমারের দক্ষতা η কত হলে শক্তি ক্ষয় হবে না?,What should be the efficiency η of a transformer for no energy loss?
4616,একটি ব্যাংকে 98645 টাকা 8 বছরের জন্য বার্ষিক 12% হারে সরল সুদ ও বছরে 1 বার চক্রবৃদ্ধি সুদে জমা দেওয়া হলো। (ক) সরল সুদের মোট টাকা কত? (খ) চক্রবৃদ্ধি সুদের মোট টাকা কত? (গ) পার্থক্য কত টাকা? (ঘ) কোন পদ্ধতিতে বেশি লাভ এবং কেন?,An amount of 98645 taka is deposited in a bank for 8 years at an annual rate of 12% for both simple interest and compound interest compounded 1 times per year. (a) What is the total amount with simple interest? (b) What is the total amount with compound interest? (c) What is the difference in taka? (d) Which method gives more profit and why?
4617,আপেক্ষিক আদ্রতা কম হলে বাষ্পায়ন হবে-,If relative humidity is low; evaporation will be-
4618,"যদি A ⃗ = 3i ̂ – j ̂ + 2k ̂ এবং B ⃗ = i ̂ + j ̂ – k ̂ হয়, তবে A ⃗ . B ⃗ কত?",If A ⃗ = 3i ̂ – j ̂ + 2k ̂ and B ⃗ = i ̂ + j ̂ – k ̂; what is A ⃗ . B ⃗?
4619,পূর্ণতরঙ্গ একমুখীকরণ ব্রীজ বর্তনীতে একটি ডায়োড অপসারণ করা হলে আউটপুট সংকেত কীরূপ হবে?,In a full-wave bridge rectifier circuit; if one diode is removed; what will the output signal be like?
4620,একটি সমান্তর অনুক্রমের প্রথম পদ 26 এবং সাধারণ অন্তর 6। 16 তম পদ এবং প্রথম 16 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 26 and common difference is 6. Determine the 16th term and the sum of first 16 terms.
4621,20 kg-m এর Joule এ প্রকাশিত মান কত?,What is the value of 20 kg-m expressed in Joules?
4622,একটি বৃত্তের ব্যাসার্ধ 6 সেমি এবং একটি বর্গের বাহু 24 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 6 cm and the side of a square is 24 cm. Determine the ratio of areas and perimeters of both.
4623,"একটি সরল দোলকের দৈর্ঘ্য L, ভর M এবং কম্পাঙ্ক f। এর কপাঙ্ক 2f করতে হলে?",A simple pendulum has length L; mass M; and frequency f; To make its frequency 2f; what should be done?
4624,একটি দ্বিঘাত সমীকরণ 1x² + -19x + 90 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 1x² + -19x + 90 = 0 and verify the sum and product of the roots.
4625,পানিতে আলোর বেগ 2.25×10⁸ m/s হলে প্রতিসরণাঙ্ক কত?,If the speed of light in water is 2.25×10⁸ m/s; what is its refractive index?
4626,"যদি A ⃗ = 2i ̂ + j ̂ + k ̂ এবং B ⃗ = i ̂ – j ̂ + 2k ̂ হয়, তবে A ⃗ × B ⃗ কত?",If A ⃗ = 2i ̂ + j ̂ + k ̂ and B ⃗ = i ̂ – j ̂ + 2k ̂; what is A ⃗ × B ⃗?
4627,একটি দ্বিঘাত সমীকরণ 1x² + 11x + 18 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 1x² + 11x + 18 = 0 and verify the sum and product of the roots.
4628,তিনটি বস্তু তাপীয় সাম্যাবস্থায় থাকলে নিচের কোন রাশিটি একই হবে?,If three objects are in thermal equilibrium; which of the following quantities will be the same?
4629,সমবেগে গতির ক্ষেত্রে F = ma অনুসারে F = 0 হলে —,In the case of motion with constant velocity according to F = ma; if F = 0 then — is zero.
4630,একটি ক্যাপাসিটরের ধারকত্বের সূত্র C=εA/d এ কোন রাশি পরিবর্তন করলে C পরিবর্তন হবে না?,In the formula for capacitance C=εA/d; changing which quantity will not change C?
4631,"3Ω,4Ω এবং 12Ω রোধের সমান্তরাল সংযোগের ক্ষেত্রে সমতূল্য রোধ",In the case of a parallel connection of 3?; 4? and 12? resistors; the equivalent resistance is
4632,NaCl স্ফটিকে কোন ধরনের বন্ধন থাকে?,What type of bond is present in an NaCl crystal?
4633,একটি রাসায়নিক বিক্রিয়ায় 31 g Fe এবং 80 g N₂ বিক্রিয়া করে। (ক) লিমিটিং রিঅ্যাক্ট্যান্ট কোনটি? (খ) আদর্শ ফলন কত গ্রাম? (গ) 84% ফলন পেলে প্রকৃত ফলন কত? (ঘ) অতিরিক্ত রিঅ্যাক্ট্যান্ট কত মোল অবশিষ্ট থাকবে?,"In a chemical reaction, 31 g Fe and 80 g N₂ react. (a) Which is the limiting reactant? (b) What is the theoretical yield in grams? (c) What is the actual yield if 84% yield is obtained? (d) How many moles of excess reactant will remain?"
4634,একটি 923 kg ভরের গাড়ি 22 m/s বেগে চলছে। ড্রাইভার ব্রেক চেপে 3.1 m/s² মন্দন তৈরি করল। (ক) গাড়ি থামতে কত সময় লাগবে? (খ) থামার আগে কত দূরত্ব অতিক্রম করবে? (গ) ব্রেক চাপার 4 সেকেন্ড পর গাড়ির বেগ কত? (ঘ) এই প্রক্রিয়ায় কত যান্ত্রিক শক্তি তাপে রূপান্তরিত হলো?,A car of mass 923 kg is moving at 22 m/s velocity. The driver applies brakes creating a deceleration of 3.1 m/s². (a) How much time will it take for the car to stop? (b) How much distance will it cover before stopping? (c) What will be the velocity of the car 4 seconds after applying brakes? (d) How much mechanical energy was converted to heat in this process?
4635,21 kg ভরের একটি গাড়ি 62 m/s বেগে চলছে এবং 5 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 21 kg is moving at 62 m/s velocity and decreases to 5 m/s. What is the change in momentum and change in kinetic energy?
4636,একটি ব্যাংকে 93374 টাকা 6 বছরের জন্য বার্ষিক 5% হারে সরল সুদ ও বছরে 4 বার চক্রবৃদ্ধি সুদে জমা দেওয়া হলো। (ক) সরল সুদের মোট টাকা কত? (খ) চক্রবৃদ্ধি সুদের মোট টাকা কত? (গ) পার্থক্য কত টাকা? (ঘ) কোন পদ্ধতিতে বেশি লাভ এবং কেন?,An amount of 93374 taka is deposited in a bank for 6 years at an annual rate of 5% for both simple interest and compound interest compounded 4 times per year. (a) What is the total amount with simple interest? (b) What is the total amount with compound interest? (c) What is the difference in taka? (d) Which method gives more profit and why?
4637,একটি প্রিজমের সর্বনিম্ন বিচ্যুতি কোণে প্রতিসরণাঙ্ক নির্ণয়ের সূত্র কী?,What is the formula for determining the refractive index of a prism at the angle of minimum deviation?
4638,আইনস্টাইনের ভর-শক্তি সমতুল্যতা সূত্র কী?,What is Einstein's mass-energy equivalence formula?
4639,15 kg ভরের বস্তুর গতিশক্তি 200 J হলে বেগ কত?,What is the velocity if the kinetic energy of an object with mass 15 kg is 200 J?
4640,একটি বৃত্তের ব্যাসার্ধ 14 সেমি এবং একটি বর্গের বাহু 25 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 14 cm and the side of a square is 25 cm. Determine the ratio of areas and perimeters of both.
4641,একটি ব্যাংকে 134365 টাকা 5 বছরের জন্য বার্ষিক 7% হারে সরল সুদ ও বছরে 4 বার চক্রবৃদ্ধি সুদে জমা দেওয়া হলো। (ক) সরল সুদের মোট টাকা কত? (খ) চক্রবৃদ্ধি সুদের মোট টাকা কত? (গ) পার্থক্য কত টাকা? (ঘ) কোন পদ্ধতিতে বেশি লাভ এবং কেন?,An amount of 134365 taka is deposited in a bank for 5 years at an annual rate of 7% for both simple interest and compound interest compounded 4 times per year. (a) What is the total amount with simple interest? (b) What is the total amount with compound interest? (c) What is the difference in taka? (d) Which method gives more profit and why?
4642,ভূ-পৃষ্ঠ হতে 600 km উচ্চতায় একটি কৃত্রিম উপগ্রহের বেগ কত?,What is the velocity of an artificial satellite at an altitude of 600 km from the Earth's surface?
4643,একটি বৃত্তের ব্যাসার্ধ 20 সেমি এবং একটি বর্গের বাহু 16 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 20 cm and the side of a square is 16 cm. Determine the ratio of areas and perimeters of both.
4644,50 kg ভরের একটি বোমা ভূপৃষ্ঠ থেকে 1 km উঁচুতে অবস্থিত একটি বিমান থেকে ফেলে দেওয়া হলো। ভূমি স্পর্শ করার পূর্ব মুহুর্তে এর গতিশক্তি কত?,A 50 kg bomb is dropped from an airplane located 1 km above the ground; What is its kinetic energy just before touching the ground?
4645,একটি সমান্তর অনুক্রমের প্রথম পদ 17 এবং সাধারণ অন্তর 9। 27 তম পদ এবং প্রথম 27 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 17 and common difference is 9. Determine the 27th term and the sum of first 27 terms.
4646,একটি বৃত্তের ব্যাসার্ধ 21 সেমি এবং একটি বর্গের বাহু 27 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 21 cm and the side of a square is 27 cm. Determine the ratio of areas and perimeters of both.
4647,15 g NaOH এবং 78 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 79% ফলন পেলে প্রকৃত ফলন কত?,15 g NaOH and 78 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 79% yield is obtained?
4648,দোলনকালের অনুপাত 2:3 হলে কার্যকরী দৈর্ঘ্যরে অনুপাত কত হবে?,If the ratio of the periods of oscillation is 2:3; what will be the ratio of the effective lengths?
4649,64 kg ভরের একটি গাড়ি 60 m/s বেগে চলছে এবং 19 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 64 kg is moving at 60 m/s velocity and decreases to 19 m/s. What is the change in momentum and change in kinetic energy?
4650,একটি রাসায়নিক বিক্রিয়ায় 35 g Fe এবং 55 g S বিক্রিয়া করে। (ক) লিমিটিং রিঅ্যাক্ট্যান্ট কোনটি? (খ) আদর্শ ফলন কত গ্রাম? (গ) 83% ফলন পেলে প্রকৃত ফলন কত? (ঘ) অতিরিক্ত রিঅ্যাক্ট্যান্ট কত মোল অবশিষ্ট থাকবে?,"In a chemical reaction, 35 g Fe and 55 g S react. (a) Which is the limiting reactant? (b) What is the theoretical yield in grams? (c) What is the actual yield if 83% yield is obtained? (d) How many moles of excess reactant will remain?"
4651,P ⃗ = 2i ̂ + j ̂ – 2k ̂ এবং Q ⃗ = 5i ̂ – 4j ̂ + k ̂ হলে P এবং Q এর মধ্যেকার কোণ:,If P ⃗ = 2i ̂ + j ̂ – 2k ̂ and Q ⃗ = 5i ̂ – 4j ̂ + k ̂; the angle between P and Q is:
4652,54 g NaOH এবং 27 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 81% ফলন পেলে প্রকৃত ফলন কত?,54 g NaOH and 27 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 81% yield is obtained?
4653,48 kg ভরের একটি গাড়ি 56 m/s বেগে চলছে এবং 18 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 48 kg is moving at 56 m/s velocity and decreases to 18 m/s. What is the change in momentum and change in kinetic energy?
4654,বটমলির পরীক্ষায় সাফল্যের জন্য পারিপার্শ্বিক উষ্ণতা থাকা উচিত—,For success in Bottomley's experiment; the surrounding temperature should be—
4655,একটি রাসায়নিক বিক্রিয়ায় 33 g Ca এবং 78 g Cl₂ বিক্রিয়া করে। (ক) লিমিটিং রিঅ্যাক্ট্যান্ট কোনটি? (খ) আদর্শ ফলন কত গ্রাম? (গ) 68% ফলন পেলে প্রকৃত ফলন কত? (ঘ) অতিরিক্ত রিঅ্যাক্ট্যান্ট কত মোল অবশিষ্ট থাকবে?,"In a chemical reaction, 33 g Ca and 78 g Cl₂ react. (a) Which is the limiting reactant? (b) What is the theoretical yield in grams? (c) What is the actual yield if 68% yield is obtained? (d) How many moles of excess reactant will remain?"
4656,51 g NaOH এবং 81 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 85% ফলন পেলে প্রকৃত ফলন কত?,51 g NaOH and 81 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 85% yield is obtained?
4657,`vecA=21hati-13hatJ` এবং `vecB=7hatk` হলে ভেক্টরদ্বয়ের মধ্যবর্তী কোণ কত?,If `vecA=21hati-13hatJ` and `vecB=7hatk`; what is the angle between the two vectors?
4658,কোনো তড়িৎ পরিপথে শক্তি ৫৫০ জুল এবং সময় ১১ সেকেন্ড। শক্তিবহুলতা কত?,In an electric circuit the energy is 550 Joules and the time is 11 seconds; what is the power?
4659,একটি সমান্তর অনুক্রমের প্রথম পদ 22 এবং সাধারণ অন্তর 6। 18 তম পদ এবং প্রথম 18 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 22 and common difference is 6. Determine the 18th term and the sum of first 18 terms.
4660,একটি রাসায়নিক বিক্রিয়ায় 24 g Na এবং 78 g N₂ বিক্রিয়া করে। (ক) লিমিটিং রিঅ্যাক্ট্যান্ট কোনটি? (খ) আদর্শ ফলন কত গ্রাম? (গ) 90% ফলন পেলে প্রকৃত ফলন কত? (ঘ) অতিরিক্ত রিঅ্যাক্ট্যান্ট কত মোল অবশিষ্ট থাকবে?,"In a chemical reaction, 24 g Na and 78 g N₂ react. (a) Which is the limiting reactant? (b) What is the theoretical yield in grams? (c) What is the actual yield if 90% yield is obtained? (d) How many moles of excess reactant will remain?"
4661,35 kg ভরের একটি গাড়ি 52 m/s বেগে চলছে এবং 14 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 35 kg is moving at 52 m/s velocity and decreases to 14 m/s. What is the change in momentum and change in kinetic energy?
4662,যে যন্ত্রাংশ দিক-পরিবর্তী বিদ্যুৎ প্রবাহকে এক-দিকবর্তী করে তার নাম-,The name of the device that converts alternating current to direct current is-
4663,ক্ষমতার মাত্রা সমীকরণ নিচের কোনটি?,Which is the dimensional formula of power?
4664,45 g NaOH এবং 33 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 79% ফলন পেলে প্রকৃত ফলন কত?,45 g NaOH and 33 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 79% yield is obtained?
4665,সরু প্রিজমের ক্ষেত্রে কোনটি সঠিক?,For a thin prism; which relation is correct?
4666,একটি বস্তু 20 m/s বেগে চলছে। 3 m/s² মন্দনে কত সময়ে থেমে যাবে?,An object is moving at 20 m/s velocity. In how much time will it stop with a deceleration of 3 m/s²?
4667,নিচের কোনটি পরম শুন্য তাপমাত্রা?,Which of the following is the absolute zero temperature?
4668,একটি পরিবারকের ধারকত্ব 40 F। এতে কত আধান প্রদান করলে এর বিভব 10 v হবে?,The capacitance of a conductor is 40 F. How much charge should be given to it to raise its potential to 10 V?
4669,100 পাক বিশিষ্ট কুণ্ডলিতে 5 A প্রবাহ চলে। প্রত্যেক কুণ্ডলিতে 0.01 Wb ফ্লাস্ক উৎপন্ন হলে এর স্বকীয় আবেশ গুনাঙ্ক কত?,A current of 5 A flows through a coil of 100 turns. If a flux of 0.01 Wb is produced in each turn; what is its coefficient of self-inductance?
4670,"150 g NaCl-এ কত মোল আছে? (Na=23, Cl=35.5)","How many moles are there in 150 g NaCl? (Na=23, Cl=35.5)"
4671,তড়িৎ বিভবের মাত্রা-,The dimension of electric potential is-
4672,22 g NaOH এবং 11 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 77% ফলন পেলে প্রকৃত ফলন কত?,22 g NaOH and 11 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 77% yield is obtained?
4673,প্যারাফিন তরল থেকে কঠিন হলে আয়তন হ্রাস পায়। এর গলনাঙ্ক চাপ বাড়লে—,Paraffin contracts on solidification; if the pressure is increased its melting point—
4674,একটি ক্যাপাসিটরে ১০ μF ধারকত্ব এবং ২০ Hz ফ্রিকোয়েন্সি। ক্যাপাসিটিভ রিয়াকট্যান্স কত?,A capacitor has a capacitance of 10 μF and a frequency of 20 Hz. What is the capacitive reactance?
4675,বস্তুর কিনারা ঘেঁষে আলোর খানিকটা বেঁকে যাওয়াকে কী বলে?,What is the slight bending of light around the edge of an object called?
4676,একটি ব্যাংকে 232848 টাকা 9 বছরের জন্য বার্ষিক 11% হারে সরল সুদ ও বছরে 2 বার চক্রবৃদ্ধি সুদে জমা দেওয়া হলো। (ক) সরল সুদের মোট টাকা কত? (খ) চক্রবৃদ্ধি সুদের মোট টাকা কত? (গ) পার্থক্য কত টাকা? (ঘ) কোন পদ্ধতিতে বেশি লাভ এবং কেন?,An amount of 232848 taka is deposited in a bank for 9 years at an annual rate of 11% for both simple interest and compound interest compounded 2 times per year. (a) What is the total amount with simple interest? (b) What is the total amount with compound interest? (c) What is the difference in taka? (d) Which method gives more profit and why?
4677,68 kg ভরের একটি গাড়ি 37 m/s বেগে চলছে এবং 5 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 68 kg is moving at 37 m/s velocity and decreases to 5 m/s. What is the change in momentum and change in kinetic energy?
4678,কোনটি গৌণ কোষ?,Which is a secondary cell?
